winner,awayID,homeID,away_wins,away_losses,away_ot,away_pts,away_ptPctg,away_goalsPerGame,away_goalsAgainstPerGame,away_evGGARatio,away_powerPlayPercentage,away_powerPlayGoals,away_powerPlayGoalsAgainst,away_powerPlayOpportunities,away_penaltyKillPercentage,away_shotsPerGame,away_shotsAllowed,away_winScoreFirst,away_winOppScoreFirst,away_winLeadFirstPer,away_winLeadSecondPer,away_winOutshootOpp,away_winOutshotByOpp,away_faceOffsTaken,away_faceOffsWon,away_faceOffsLost,away_faceOffWinPercentage,away_shootingPctg,away_savePctg,away_PDO,home_wins,home_losses,home_ot,home_pts,home_ptPctg,home_goalsPerGame,home_goalsAgainstPerGame,home_evGGARatio,home_powerPlayPercentage,home_powerPlayGoals,home_powerPlayGoalsAgainst,home_powerPlayOpportunities,home_penaltyKillPercentage,home_shotsPerGame,home_shotsAllowed,home_winScoreFirst,home_winOppScoreFirst,home_winLeadFirstPer,home_winLeadSecondPer,home_winOutshootOpp,home_winOutshotByOpp,home_faceOffsTaken,home_faceOffsWon,home_faceOffsLost,home_faceOffWinPercentage,home_shootingPctg,home_savePctg,home_PDO
0,30,27,40,33,9,89,54.3,2.61,2.402,0.9058,20.1,66.0,36.0,328.0,87.6,27.5244,30.7073,0.692,0.302,0.778,0.933,0.576,0.409,4583.0,2223.0,2360.0,48.5,9.5,0.922,1.0170000000000001,36,39,7,79,48.2,2.5,3.037,0.8405,14.5,50.0,68.0,344.0,76.8,28.0732,31.5976,0.583,0.326,0.762,0.931,0.591,0.37,4658.0,2088.0,2570.0,44.8,8.9,0.904,0.993
0,20,26,46,30,6,98,59.8,3.061,3.0,1.0438,17.0,61.0,58.0,358.0,83.4,32.2317,29.7683,0.703,0.444,0.739,0.875,0.6,0.452,4787.0,2454.0,2333.0,51.3,9.5,0.899,0.994,34,37,11,79,48.2,2.463,2.756,0.8201,19.2,69.0,62.0,360.0,82.9,29.061,28.061,0.667,0.186,0.818,0.8,0.455,0.333,4559.0,2370.0,2189.0,52.0,8.5,0.902,0.987
0,22,4,38,35,9,85,51.8,2.78,2.976,1.0133,16.9,60.0,76.0,354.0,77.5,28.0854,32.5366,0.718,0.233,0.808,0.893,0.4,0.482,4764.0,2281.0,2483.0,47.9,9.9,0.909,1.008,44,27,11,99,60.4,3.171,2.829,1.0066,22.5,71.0,67.0,316.0,83.0,29.7683,32.5366,0.674,0.385,0.821,0.844,0.469,0.619,4922.0,2379.0,2543.0,48.3,10.7,0.913,1.02
1,10,12,34,35,13,81,49.4,2.976,3.488,0.8871,18.8,62.0,78.0,330.0,74.7,31.7439,30.2561,0.55,0.286,0.522,0.692,0.391,0.438,4759.0,2386.0,2373.0,50.1,9.4,0.885,0.979,45,30,7,97,59.1,2.878,2.695,1.0,18.7,70.0,59.0,374.0,80.4,32.622,29.5,0.641,0.465,0.655,0.861,0.519,0.607,4742.0,2433.0,2309.0,51.3,8.8,0.909,0.997
1,13,11,41,30,11,93,56.7,2.817,2.72,1.0685,16.6,51.0,54.0,308.0,82.6,29.4146,34.6707,0.615,0.395,0.654,0.829,0.538,0.481,4783.0,2291.0,2492.0,47.9,9.6,0.922,1.018,35,41,6,76,46.3,3.049,3.402,0.9506,19.3,69.0,88.0,357.0,76.0,28.122,32.7195,0.667,0.209,0.769,0.917,0.5,0.404,4862.0,2487.0,2375.0,51.1,10.8,0.896,1.004
1,20,24,46,30,6,98,59.8,3.061,3.0,1.0438,17.0,61.0,58.0,358.0,83.4,32.2317,29.7683,0.703,0.444,0.739,0.875,0.6,0.452,4787.0,2454.0,2333.0,51.3,9.5,0.899,0.994,42,33,7,91,55.5,2.902,2.866,1.0949,23.6,73.0,78.0,309.0,79.7,30.2561,30.4756,0.791,0.205,0.76,0.963,0.425,0.625,4616.0,2299.0,2317.0,49.8,9.6,0.906,1.002
0,28,21,53,18,11,117,71.3,3.061,2.427,1.088,24.2,87.0,51.0,360.0,83.3,33.1707,27.1707,0.783,0.472,0.828,0.868,0.642,0.72,4596.0,2472.0,2124.0,53.8,9.2,0.911,1.0030000000000001,32,45,5,69,42.1,2.317,3.085,0.7515,15.7,50.0,64.0,318.0,79.9,28.7683,28.9756,0.581,0.275,0.652,0.909,0.394,0.404,4600.0,2199.0,2401.0,47.8,8.1,0.894,0.975
0,17,23,51,21,10,112,68.3,3.524,2.927,1.1973,25.5,90.0,71.0,353.0,78.3,36.1585,27.7317,0.804,0.389,0.788,0.81,0.643,0.6,4785.0,2635.0,2150.0,55.1,9.7,0.894,0.991,45,27,10,100,61.0,2.963,2.598,1.2143,18.8,67.0,69.0,357.0,81.4,28.4756,29.1707,0.702,0.343,0.735,0.909,0.568,0.513,4726.0,2451.0,2275.0,51.9,10.4,0.911,1.0150000000000001
0,7,1,41,32,9,91,55.5,2.951,2.793,1.0476,20.9,75.0,61.0,358.0,81.8,30.5488,31.4024,0.659,0.316,0.722,0.794,0.417,0.545,4723.0,2239.0,2484.0,47.4,9.7,0.911,1.008,51,27,4,106,64.6,2.902,2.524,1.252,18.9,58.0,65.0,307.0,79.9,32.9024,29.4512,0.841,0.368,0.794,0.951,0.694,0.533,4602.0,2359.0,2243.0,51.3,8.8,0.914,1.002
1,29,2,41,31,10,92,56.1,2.683,2.72,1.1567,12.7,41.0,62.0,322.0,82.1,28.9024,27.8171,0.683,0.317,0.714,0.875,0.442,0.568,4681.0,2397.0,2284.0,51.2,9.3,0.902,0.995,26,47,9,61,37.2,2.415,3.341,0.6833,16.9,54.0,73.0,320.0,79.8,28.9268,33.5488,0.541,0.133,0.429,0.7,0.375,0.296,4774.0,2180.0,2594.0,45.7,8.3,0.9,0.983
1,21,16,32,45,5,69,42.1,2.317,3.085,0.7515,15.7,50.0,64.0,318.0,79.9,28.7683,28.9756,0.581,0.275,0.652,0.909,0.394,0.404,4600.0,2199.0,2401.0,47.8,8.1,0.894,0.975,46,24,12,104,63.4,3.171,2.549,1.1769,19.3,70.0,64.0,363.0,80.6,32.7195,28.5854,0.767,0.333,0.781,0.854,0.623,0.407,4564.0,2195.0,2369.0,48.1,9.7,0.911,1.008
0,2,3,26,47,9,61,37.2,2.415,3.341,0.6833,16.9,54.0,73.0,320.0,79.8,28.9268,33.5488,0.541,0.133,0.429,0.7,0.375,0.296,4774.0,2180.0,2594.0,45.7,8.3,0.9,0.983,43,30,9,95,57.9,2.439,2.585,0.8966,13.9,48.0,40.0,346.0,87.8,32.4146,29.6707,0.667,0.375,0.609,0.844,0.468,0.594,4547.0,2312.0,2235.0,50.9,7.5,0.913,0.988
0,12,10,45,30,7,97,59.1,2.878,2.695,1.0,18.7,70.0,59.0,374.0,80.4,32.622,29.5,0.641,0.465,0.655,0.861,0.519,0.607,4742.0,2433.0,2309.0,51.3,8.8,0.909,0.997,34,35,13,81,49.4,2.976,3.488,0.8871,18.8,62.0,78.0,330.0,74.7,31.7439,30.2561,0.55,0.286,0.522,0.692,0.391,0.438,4759.0,2386.0,2373.0,50.1,9.4,0.885,0.979
1,15,9,50,24,8,108,65.9,3.268,2.927,1.0993,25.2,85.0,75.0,337.0,80.6,33.5122,29.4878,0.756,0.432,0.833,0.868,0.627,0.571,4775.0,2467.0,2308.0,51.7,9.8,0.901,0.999,36,35,11,83,50.6,2.598,2.817,0.8828,19.5,66.0,64.0,339.0,81.5,29.3293,28.5,0.587,0.25,0.8,0.815,0.581,0.25,4548.0,2357.0,2191.0,51.8,8.9,0.901,0.99
1,18,23,40,34,8,88,53.7,2.524,2.78,0.9437,15.7,50.0,59.0,318.0,82.5,28.9634,29.4024,0.707,0.268,0.789,0.917,0.641,0.378,4896.0,2556.0,2340.0,52.2,8.7,0.905,0.992,45,27,10,100,61.0,2.963,2.598,1.2143,18.8,67.0,69.0,357.0,81.4,28.4756,29.1707,0.702,0.343,0.735,0.909,0.568,0.513,4726.0,2451.0,2275.0,51.9,10.4,0.911,1.0150000000000001
0,27,20,36,39,7,79,48.2,2.5,3.037,0.8405,14.5,50.0,68.0,344.0,76.8,28.0732,31.5976,0.583,0.326,0.762,0.931,0.591,0.37,4658.0,2088.0,2570.0,44.8,8.9,0.904,0.993,46,30,6,98,59.8,3.061,3.0,1.0438,17.0,61.0,58.0,358.0,83.4,32.2317,29.7683,0.703,0.444,0.739,0.875,0.6,0.452,4787.0,2454.0,2333.0,51.3,9.5,0.899,0.994
0,24,26,42,33,7,91,55.5,2.902,2.866,1.0949,23.6,73.0,78.0,309.0,79.7,30.2561,30.4756,0.791,0.205,0.76,0.963,0.425,0.625,4616.0,2299.0,2317.0,49.8,9.6,0.906,1.002,34,37,11,79,48.2,2.463,2.756,0.8201,19.2,69.0,62.0,360.0,82.9,29.061,28.061,0.667,0.186,0.818,0.8,0.455,0.333,4559.0,2370.0,2189.0,52.0,8.5,0.902,0.987
1,30,28,40,33,9,89,54.3,2.61,2.402,0.9058,20.1,66.0,36.0,328.0,87.6,27.5244,30.7073,0.692,0.302,0.778,0.933,0.576,0.409,4583.0,2223.0,2360.0,48.5,9.5,0.922,1.0170000000000001,53,18,11,117,71.3,3.061,2.427,1.088,24.2,87.0,51.0,360.0,83.3,33.1707,27.1707,0.783,0.472,0.828,0.868,0.642,0.72,4596.0,2472.0,2124.0,53.8,9.2,0.911,1.0030000000000001
1,14,1,24,40,18,66,40.2,2.524,3.28,0.8919,17.8,61.0,89.0,343.0,78.0,28.5122,32.939,0.441,0.188,0.44,0.68,0.357,0.26,4652.0,2333.0,2319.0,50.1,8.9,0.9,0.989,51,27,4,106,64.6,2.902,2.524,1.252,18.9,58.0,65.0,307.0,79.9,32.9024,29.4512,0.841,0.368,0.794,0.951,0.694,0.533,4602.0,2359.0,2243.0,51.3,8.8,0.914,1.002
1,22,29,38,35,9,85,51.8,2.78,2.976,1.0133,16.9,60.0,76.0,354.0,77.5,28.0854,32.5366,0.718,0.233,0.808,0.893,0.4,0.482,4764.0,2281.0,2483.0,47.9,9.9,0.909,1.008,41,31,10,92,56.1,2.683,2.72,1.1567,12.7,41.0,62.0,322.0,82.1,28.9024,27.8171,0.683,0.317,0.714,0.875,0.442,0.568,4681.0,2397.0,2284.0,51.2,9.3,0.902,0.995
1,19,24,41,31,10,92,56.1,2.768,2.768,0.9366,20.5,72.0,58.0,351.0,83.8,27.6951,28.5488,0.686,0.362,0.654,0.848,0.579,0.41,4669.0,2291.0,2378.0,49.1,10.0,0.903,1.0030000000000001,42,33,7,91,55.5,2.902,2.866,1.0949,23.6,73.0,78.0,309.0,79.7,30.2561,30.4756,0.791,0.205,0.76,0.963,0.425,0.625,4616.0,2299.0,2317.0,49.8,9.6,0.906,1.002
1,10,6,34,35,13,81,49.4,2.976,3.488,0.8871,18.8,62.0,78.0,330.0,74.7,31.7439,30.2561,0.55,0.286,0.522,0.692,0.391,0.438,4759.0,2386.0,2373.0,50.1,9.4,0.885,0.979,53,19,10,116,70.7,3.293,2.317,1.425,23.6,74.0,54.0,313.0,82.3,30.2683,30.7927,0.723,0.543,0.794,0.884,0.538,0.744,4680.0,2386.0,2294.0,51.0,10.9,0.925,1.034
1,14,3,24,40,18,66,40.2,2.524,3.28,0.8919,17.8,61.0,89.0,343.0,78.0,28.5122,32.939,0.441,0.188,0.44,0.68,0.357,0.26,4652.0,2333.0,2319.0,50.1,8.9,0.9,0.989,43,30,9,95,57.9,2.439,2.585,0.8966,13.9,48.0,40.0,346.0,87.8,32.4146,29.6707,0.667,0.375,0.609,0.844,0.468,0.594,4547.0,2312.0,2235.0,50.9,7.5,0.913,0.988
1,12,15,45,30,7,97,59.1,2.878,2.695,1.0,18.7,70.0,59.0,374.0,80.4,32.622,29.5,0.641,0.465,0.655,0.861,0.519,0.607,4742.0,2433.0,2309.0,51.3,8.8,0.909,0.997,50,24,8,108,65.9,3.268,2.927,1.0993,25.2,85.0,75.0,337.0,80.6,33.5122,29.4878,0.756,0.432,0.833,0.868,0.627,0.571,4775.0,2467.0,2308.0,51.7,9.8,0.901,0.999
1,2,11,26,47,9,61,37.2,2.415,3.341,0.6833,16.9,54.0,73.0,320.0,79.8,28.9268,33.5488,0.541,0.133,0.429,0.7,0.375,0.296,4774.0,2180.0,2594.0,45.7,8.3,0.9,0.983,35,41,6,76,46.3,3.049,3.402,0.9506,19.3,69.0,88.0,357.0,76.0,28.122,32.7195,0.667,0.209,0.769,0.917,0.5,0.404,4862.0,2487.0,2375.0,51.1,10.8,0.896,1.004
1,22,5,38,35,9,85,51.8,2.78,2.976,1.0133,16.9,60.0,76.0,354.0,77.5,28.0854,32.5366,0.718,0.233,0.808,0.893,0.4,0.482,4764.0,2281.0,2483.0,47.9,9.9,0.909,1.008,45,28,9,99,60.4,3.146,2.841,1.1761,17.2,62.0,60.0,360.0,82.7,29.0366,30.2927,0.652,0.417,0.655,0.758,0.657,0.463,4705.0,2310.0,2395.0,49.1,10.8,0.906,1.014
1,4,9,44,27,11,99,60.4,3.171,2.829,1.0066,22.5,71.0,67.0,316.0,83.0,29.7683,32.5366,0.674,0.385,0.821,0.844,0.469,0.619,4922.0,2379.0,2543.0,48.3,10.7,0.913,1.02,36,35,11,83,50.6,2.598,2.817,0.8828,19.5,66.0,64.0,339.0,81.5,29.3293,28.5,0.587,0.25,0.8,0.815,0.581,0.25,4548.0,2357.0,2191.0,51.8,8.9,0.901,0.99
0,30,21,40,33,9,89,54.3,2.61,2.402,0.9058,20.1,66.0,36.0,328.0,87.6,27.5244,30.7073,0.692,0.302,0.778,0.933,0.576,0.409,4583.0,2223.0,2360.0,48.5,9.5,0.922,1.0170000000000001,32,45,5,69,42.1,2.317,3.085,0.7515,15.7,50.0,64.0,318.0,79.9,28.7683,28.9756,0.581,0.275,0.652,0.909,0.394,0.404,4600.0,2199.0,2401.0,47.8,8.1,0.894,0.975
1,18,20,40,34,8,88,53.7,2.524,2.78,0.9437,15.7,50.0,59.0,318.0,82.5,28.9634,29.4024,0.707,0.268,0.789,0.917,0.641,0.378,4896.0,2556.0,2340.0,52.2,8.7,0.905,0.992,46,30,6,98,59.8,3.061,3.0,1.0438,17.0,61.0,58.0,358.0,83.4,32.2317,29.7683,0.703,0.444,0.739,0.875,0.6,0.452,4787.0,2454.0,2333.0,51.3,9.5,0.899,0.994
1,27,23,36,39,7,79,48.2,2.5,3.037,0.8405,14.5,50.0,68.0,344.0,76.8,28.0732,31.5976,0.583,0.326,0.762,0.931,0.591,0.37,4658.0,2088.0,2570.0,44.8,8.9,0.904,0.993,45,27,10,100,61.0,2.963,2.598,1.2143,18.8,67.0,69.0,357.0,81.4,28.4756,29.1707,0.702,0.343,0.735,0.909,0.568,0.513,4726.0,2451.0,2275.0,51.9,10.4,0.911,1.0150000000000001
1,13,26,41,30,11,93,56.7,2.817,2.72,1.0685,16.6,51.0,54.0,308.0,82.6,29.4146,34.6707,0.615,0.395,0.654,0.829,0.538,0.481,4783.0,2291.0,2492.0,47.9,9.6,0.922,1.018,34,37,11,79,48.2,2.463,2.756,0.8201,19.2,69.0,62.0,360.0,82.9,29.061,28.061,0.667,0.186,0.818,0.8,0.455,0.333,4559.0,2370.0,2189.0,52.0,8.5,0.902,0.987
1,19,28,41,31,10,92,56.1,2.768,2.768,0.9366,20.5,72.0,58.0,351.0,83.8,27.6951,28.5488,0.686,0.362,0.654,0.848,0.579,0.41,4669.0,2291.0,2378.0,49.1,10.0,0.903,1.0030000000000001,53,18,11,117,71.3,3.061,2.427,1.088,24.2,87.0,51.0,360.0,83.3,33.1707,27.1707,0.783,0.472,0.828,0.868,0.642,0.72,4596.0,2472.0,2124.0,53.8,9.2,0.911,1.0030000000000001
1,9,12,36,35,11,83,50.6,2.598,2.817,0.8828,19.5,66.0,64.0,339.0,81.5,29.3293,28.5,0.587,0.25,0.8,0.815,0.581,0.25,4548.0,2357.0,2191.0,51.8,8.9,0.901,0.99,45,30,7,97,59.1,2.878,2.695,1.0,18.7,70.0,59.0,374.0,80.4,32.622,29.5,0.641,0.465,0.655,0.861,0.519,0.607,4742.0,2433.0,2309.0,51.3,8.8,0.909,0.997
1,8,29,41,30,11,93,56.7,2.951,2.927,0.9603,19.2,72.0,65.0,374.0,82.4,30.0122,31.7073,0.711,0.318,0.857,0.853,0.5,0.478,4849.0,2467.0,2382.0,50.9,9.8,0.908,1.006,41,31,10,92,56.1,2.683,2.72,1.1567,12.7,41.0,62.0,322.0,82.1,28.9024,27.8171,0.683,0.317,0.714,0.875,0.442,0.568,4681.0,2397.0,2284.0,51.2,9.3,0.902,0.995
0,11,7,35,41,6,76,46.3,3.049,3.402,0.9506,19.3,69.0,88.0,357.0,76.0,28.122,32.7195,0.667,0.209,0.769,0.917,0.5,0.404,4862.0,2487.0,2375.0,51.1,10.8,0.896,1.004,41,32,9,91,55.5,2.951,2.793,1.0476,20.9,75.0,61.0,358.0,81.8,30.5488,31.4024,0.659,0.316,0.722,0.794,0.417,0.545,4723.0,2239.0,2484.0,47.4,9.7,0.911,1.008
0,25,24,36,35,11,83,50.6,2.732,3.061,0.9448,15.4,54.0,70.0,351.0,78.6,28.9024,28.0976,0.605,0.295,0.826,0.867,0.439,0.436,4433.0,2120.0,2313.0,47.8,9.5,0.891,0.986,42,33,7,91,55.5,2.902,2.866,1.0949,23.6,73.0,78.0,309.0,79.7,30.2561,30.4756,0.791,0.205,0.76,0.963,0.425,0.625,4616.0,2299.0,2317.0,49.8,9.6,0.906,1.002
1,7,6,41,32,9,91,55.5,2.951,2.793,1.0476,20.9,75.0,61.0,358.0,81.8,30.5488,31.4024,0.659,0.316,0.722,0.794,0.417,0.545,4723.0,2239.0,2484.0,47.4,9.7,0.911,1.008,53,19,10,116,70.7,3.293,2.317,1.425,23.6,74.0,54.0,313.0,82.3,30.2683,30.7927,0.723,0.543,0.794,0.884,0.538,0.744,4680.0,2386.0,2294.0,51.0,10.9,0.925,1.034
1,8,10,41,30,11,93,56.7,2.951,2.927,0.9603,19.2,72.0,65.0,374.0,82.4,30.0122,31.7073,0.711,0.318,0.857,0.853,0.5,0.478,4849.0,2467.0,2382.0,50.9,9.8,0.908,1.006,34,35,13,81,49.4,2.976,3.488,0.8871,18.8,62.0,78.0,330.0,74.7,31.7439,30.2561,0.55,0.286,0.522,0.692,0.391,0.438,4759.0,2386.0,2373.0,50.1,9.4,0.885,0.979
0,5,2,45,28,9,99,60.4,3.146,2.841,1.1761,17.2,62.0,60.0,360.0,82.7,29.0366,30.2927,0.652,0.417,0.655,0.758,0.657,0.463,4705.0,2310.0,2395.0,49.1,10.8,0.906,1.014,26,47,9,61,37.2,2.415,3.341,0.6833,16.9,54.0,73.0,320.0,79.8,28.9268,33.5488,0.541,0.133,0.429,0.7,0.375,0.296,4774.0,2180.0,2594.0,45.7,8.3,0.9,0.983
0,14,4,24,40,18,66,40.2,2.524,3.28,0.8919,17.8,61.0,89.0,343.0,78.0,28.5122,32.939,0.441,0.188,0.44,0.68,0.357,0.26,4652.0,2333.0,2319.0,50.1,8.9,0.9,0.989,44,27,11,99,60.4,3.171,2.829,1.0066,22.5,71.0,67.0,316.0,83.0,29.7683,32.5366,0.674,0.385,0.821,0.844,0.469,0.619,4922.0,2379.0,2543.0,48.3,10.7,0.913,1.02
1,3,15,43,30,9,95,57.9,2.439,2.585,0.8966,13.9,48.0,40.0,346.0,87.8,32.4146,29.6707,0.667,0.375,0.609,0.844,0.468,0.594,4547.0,2312.0,2235.0,50.9,7.5,0.913,0.988,50,24,8,108,65.9,3.268,2.927,1.0993,25.2,85.0,75.0,337.0,80.6,33.5122,29.4878,0.756,0.432,0.833,0.868,0.627,0.571,4775.0,2467.0,2308.0,51.7,9.8,0.901,0.999
1,1,17,51,27,4,106,64.6,2.902,2.524,1.252,18.9,58.0,65.0,307.0,79.9,32.9024,29.4512,0.841,0.368,0.794,0.951,0.694,0.533,4602.0,2359.0,2243.0,51.3,8.8,0.914,1.002,51,21,10,112,68.3,3.524,2.927,1.1973,25.5,90.0,71.0,353.0,78.3,36.1585,27.7317,0.804,0.389,0.788,0.81,0.643,0.6,4785.0,2635.0,2150.0,55.1,9.7,0.894,0.991
1,20,29,46,30,6,98,59.8,3.061,3.0,1.0438,17.0,61.0,58.0,358.0,83.4,32.2317,29.7683,0.703,0.444,0.739,0.875,0.6,0.452,4787.0,2454.0,2333.0,51.3,9.5,0.899,0.994,41,31,10,92,56.1,2.683,2.72,1.1567,12.7,41.0,62.0,322.0,82.1,28.9024,27.8171,0.683,0.317,0.714,0.875,0.442,0.568,4681.0,2397.0,2284.0,51.2,9.3,0.902,0.995
1,18,21,40,34,8,88,53.7,2.524,2.78,0.9437,15.7,50.0,59.0,318.0,82.5,28.9634,29.4024,0.707,0.268,0.789,0.917,0.641,0.378,4896.0,2556.0,2340.0,52.2,8.7,0.905,0.992,32,45,5,69,42.1,2.317,3.085,0.7515,15.7,50.0,64.0,318.0,79.9,28.7683,28.9756,0.581,0.275,0.652,0.909,0.394,0.404,4600.0,2199.0,2401.0,47.8,8.1,0.894,0.975
1,13,27,41,30,11,93,56.7,2.817,2.72,1.0685,16.6,51.0,54.0,308.0,82.6,29.4146,34.6707,0.615,0.395,0.654,0.829,0.538,0.481,4783.0,2291.0,2492.0,47.9,9.6,0.922,1.018,36,39,7,79,48.2,2.5,3.037,0.8405,14.5,50.0,68.0,344.0,76.8,28.0732,31.5976,0.583,0.326,0.762,0.931,0.591,0.37,4658.0,2088.0,2570.0,44.8,8.9,0.904,0.993
1,30,23,40,33,9,89,54.3,2.61,2.402,0.9058,20.1,66.0,36.0,328.0,87.6,27.5244,30.7073,0.692,0.302,0.778,0.933,0.576,0.409,4583.0,2223.0,2360.0,48.5,9.5,0.922,1.0170000000000001,45,27,10,100,61.0,2.963,2.598,1.2143,18.8,67.0,69.0,357.0,81.4,28.4756,29.1707,0.702,0.343,0.735,0.909,0.568,0.513,4726.0,2451.0,2275.0,51.9,10.4,0.911,1.0150000000000001
1,25,28,36,35,11,83,50.6,2.732,3.061,0.9448,15.4,54.0,70.0,351.0,78.6,28.9024,28.0976,0.605,0.295,0.826,0.867,0.439,0.436,4433.0,2120.0,2313.0,47.8,9.5,0.891,0.986,53,18,11,117,71.3,3.061,2.427,1.088,24.2,87.0,51.0,360.0,83.3,33.1707,27.1707,0.783,0.472,0.828,0.868,0.642,0.72,4596.0,2472.0,2124.0,53.8,9.2,0.911,1.0030000000000001
1,19,26,41,31,10,92,56.1,2.768,2.768,0.9366,20.5,72.0,58.0,351.0,83.8,27.6951,28.5488,0.686,0.362,0.654,0.848,0.579,0.41,4669.0,2291.0,2378.0,49.1,10.0,0.903,1.0030000000000001,34,37,11,79,48.2,2.463,2.756,0.8201,19.2,69.0,62.0,360.0,82.9,29.061,28.061,0.667,0.186,0.818,0.8,0.455,0.333,4559.0,2370.0,2189.0,52.0,8.5,0.902,0.987
0,11,12,35,41,6,76,46.3,3.049,3.402,0.9506,19.3,69.0,88.0,357.0,76.0,28.122,32.7195,0.667,0.209,0.769,0.917,0.5,0.404,4862.0,2487.0,2375.0,51.1,10.8,0.896,1.004,45,30,7,97,59.1,2.878,2.695,1.0,18.7,70.0,59.0,374.0,80.4,32.622,29.5,0.641,0.465,0.655,0.861,0.519,0.607,4742.0,2433.0,2309.0,51.3,8.8,0.909,0.997
1,20,16,46,30,6,98,59.8,3.061,3.0,1.0438,17.0,61.0,58.0,358.0,83.4,32.2317,29.7683,0.703,0.444,0.739,0.875,0.6,0.452,4787.0,2454.0,2333.0,51.3,9.5,0.899,0.994,46,24,12,104,63.4,3.171,2.549,1.1769,19.3,70.0,64.0,363.0,80.6,32.7195,28.5854,0.767,0.333,0.781,0.854,0.623,0.407,4564.0,2195.0,2369.0,48.1,9.7,0.911,1.008
0,22,1,38,35,9,85,51.8,2.78,2.976,1.0133,16.9,60.0,76.0,354.0,77.5,28.0854,32.5366,0.718,0.233,0.808,0.893,0.4,0.482,4764.0,2281.0,2483.0,47.9,9.9,0.909,1.008,51,27,4,106,64.6,2.902,2.524,1.252,18.9,58.0,65.0,307.0,79.9,32.9024,29.4512,0.841,0.368,0.794,0.951,0.694,0.533,4602.0,2359.0,2243.0,51.3,8.8,0.914,1.002
0,13,24,41,30,11,93,56.7,2.817,2.72,1.0685,16.6,51.0,54.0,308.0,82.6,29.4146,34.6707,0.615,0.395,0.654,0.829,0.538,0.481,4783.0,2291.0,2492.0,47.9,9.6,0.922,1.018,42,33,7,91,55.5,2.902,2.866,1.0949,23.6,73.0,78.0,309.0,79.7,30.2561,30.4756,0.791,0.205,0.76,0.963,0.425,0.625,4616.0,2299.0,2317.0,49.8,9.6,0.906,1.002
1,28,27,53,18,11,117,71.3,3.061,2.427,1.088,24.2,87.0,51.0,360.0,83.3,33.1707,27.1707,0.783,0.472,0.828,0.868,0.642,0.72,4596.0,2472.0,2124.0,53.8,9.2,0.911,1.0030000000000001,36,39,7,79,48.2,2.5,3.037,0.8405,14.5,50.0,68.0,344.0,76.8,28.0732,31.5976,0.583,0.326,0.762,0.931,0.591,0.37,4658.0,2088.0,2570.0,44.8,8.9,0.904,0.993
0,22,3,38,35,9,85,51.8,2.78,2.976,1.0133,16.9,60.0,76.0,354.0,77.5,28.0854,32.5366,0.718,0.233,0.808,0.893,0.4,0.482,4764.0,2281.0,2483.0,47.9,9.9,0.909,1.008,43,30,9,95,57.9,2.439,2.585,0.8966,13.9,48.0,40.0,346.0,87.8,32.4146,29.6707,0.667,0.375,0.609,0.844,0.468,0.594,4547.0,2312.0,2235.0,50.9,7.5,0.913,0.988
1,14,15,24,40,18,66,40.2,2.524,3.28,0.8919,17.8,61.0,89.0,343.0,78.0,28.5122,32.939,0.441,0.188,0.44,0.68,0.357,0.26,4652.0,2333.0,2319.0,50.1,8.9,0.9,0.989,50,24,8,108,65.9,3.268,2.927,1.0993,25.2,85.0,75.0,337.0,80.6,33.5122,29.4878,0.756,0.432,0.833,0.868,0.627,0.571,4775.0,2467.0,2308.0,51.7,9.8,0.901,0.999
0,4,2,44,27,11,99,60.4,3.171,2.829,1.0066,22.5,71.0,67.0,316.0,83.0,29.7683,32.5366,0.674,0.385,0.821,0.844,0.469,0.619,4922.0,2379.0,2543.0,48.3,10.7,0.913,1.02,26,47,9,61,37.2,2.415,3.341,0.6833,16.9,54.0,73.0,320.0,79.8,28.9268,33.5488,0.541,0.133,0.429,0.7,0.375,0.296,4774.0,2180.0,2594.0,45.7,8.3,0.9,0.983
0,5,17,45,28,9,99,60.4,3.146,2.841,1.1761,17.2,62.0,60.0,360.0,82.7,29.0366,30.2927,0.652,0.417,0.655,0.758,0.657,0.463,4705.0,2310.0,2395.0,49.1,10.8,0.906,1.014,51,21,10,112,68.3,3.524,2.927,1.1973,25.5,90.0,71.0,353.0,78.3,36.1585,27.7317,0.804,0.389,0.788,0.81,0.643,0.6,4785.0,2635.0,2150.0,55.1,9.7,0.894,0.991
1,9,8,36,35,11,83,50.6,2.598,2.817,0.8828,19.5,66.0,64.0,339.0,81.5,29.3293,28.5,0.587,0.25,0.8,0.815,0.581,0.25,4548.0,2357.0,2191.0,51.8,8.9,0.901,0.99,41,30,11,93,56.7,2.951,2.927,0.9603,19.2,72.0,65.0,374.0,82.4,30.0122,31.7073,0.711,0.318,0.857,0.853,0.5,0.478,4849.0,2467.0,2382.0,50.9,9.8,0.908,1.006
1,10,20,34,35,13,81,49.4,2.976,3.488,0.8871,18.8,62.0,78.0,330.0,74.7,31.7439,30.2561,0.55,0.286,0.522,0.692,0.391,0.438,4759.0,2386.0,2373.0,50.1,9.4,0.885,0.979,46,30,6,98,59.8,3.061,3.0,1.0438,17.0,61.0,58.0,358.0,83.4,32.2317,29.7683,0.703,0.444,0.739,0.875,0.6,0.452,4787.0,2454.0,2333.0,51.3,9.5,0.899,0.994
